Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Cluster
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),1/27,0.203801051647168,0.312635015310295,0,0,4.56149239981575,7.25555997850712,GAK,1
Respiratory Tube Development (GO:0030323),1/27,0.203801051647168,0.312635015310295,0,0,4.56149239981575,7.25555997850712,ITGA3,1
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),1/27,0.203801051647168,0.312635015310295,0,0,4.56149239981575,7.25555997850712,CLU,1
Ventricular Septum Morphogenesis (GO:0060412),1/27,0.203801051647168,0.312635015310295,0,0,4.56149239981575,7.25555997850712,HES1,1
Positive Regulation Of Response To Wounding (GO:1903036),1/27,0.203801051647168,0.312635015310295,0,0,4.56149239981575,7.25555997850712,CLDN3,1
Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),1/27,0.203801051647168,0.312635015310295,0,0,4.56149239981575,7.25555997850712,VCP,1
Myeloid Cell Development (GO:0061515),1/27,0.203801051647168,0.312635015310295,0,0,4.56149239981575,7.25555997850712,ANXA2,1
Regulation Of Androgen Receptor Signaling Pathway (GO:0060765),1/27,0.203801051647168,0.312635015310295,0,0,4.56149239981575,7.25555997850712,HDAC1,1
Regulation Of Organelle Organization (GO:0033043),2/100,0.20524959092647,0.314209250307189,0,0,2.42611261372019,3.84181852553833,CLIC4;S100A9,1
Response To UV (GO:0009411),2/100,0.20524959092647,0.314209250307189,0,0,2.42611261372019,3.84181852553833,SDF4;TP53,1
Visual Perception (GO:0007601),2/101,0.20831661485484,0.316385104590765,0,0,2.40148472678593,3.76719989281605,COL18A1;CRYZ,1
Regulation Of Chromosome Segregation (GO:0051983),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,PUM1,1
Regulation Of Lipid Biosynthetic Process (GO:0046890),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,C3,1
Negative Regulation Of Wound Healing (GO:0061045),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,CLDN3,1
Regulation Of Platelet Activation (GO:0010543),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,PRKCA,1
Regulation Of Protein Targeting To Membrane (GO:0090313),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,ERBB2,1
Regulation Of Protein Transport (GO:0051223),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,SAA1,1
Cell-Substrate Junction Assembly (GO:0007044),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,LAMC1,1
Establishment Of Endothelial Barrier (GO:0061028),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,CLDN3,1
Glycosaminoglycan Metabolic Process (GO:0030203),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,UGDH,1
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,CLU,1
Hematopoietic Progenitor Cell Differentiation (GO:0002244),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,TP53,1
Positive Regulation Of Protein Import Into Nucleus (GO:0042307),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,JUP,1
Primary Neural Tube Formation (GO:0014020),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,PLXNB2,1
"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,PTTG1IP,1
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,BABAM2,1
Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,TACSTD2,1
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),1/28,0.210498154264017,0.316385104590765,0,0,4.39232645819472,6.844467420254,JUP,1
Calcium Ion Homeostasis (GO:0055074),2/102,0.211388467719415,0.316763383652054,0,0,2.37734939759036,3.69453827712276,FAM20A;ATP13A3,1
Regulation Of Protein Secretion (GO:0050708),2/102,0.211388467719415,0.316763383652054,0,0,2.37734939759036,3.69453827712276,ERP29;SAA1,1
Sensory Perception Of Light Stimulus (GO:0050953),2/102,0.211388467719415,0.316763383652054,0,0,2.37734939759036,3.69453827712276,COL18A1;CRYZ,1
Endocytosis (GO:0006897),3/189,0.212470793088231,0.318064929693449,0,0,1.92043010752688,2.97465164453489,GAK;ANXA11;HSPG2,1
Inorganic Cation Import Across Plasma Membrane (GO:0098659),2/103,0.214464854168248,0.319904173844067,0,0,2.3536919957056,3.62376633087363,KCNJ16;CLU,1
Mitochondrial Gene Expression (GO:0140053),2/103,0.214464854168248,0.319904173844067,0,0,2.3536919957056,3.62376633087363,MRPL53;MRPL19,1
RNA Biosynthetic Process (GO:0032774),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,ZFP36L2,1
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,TACSTD2,1
Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,KCNJ16,1
Regulation Of Neuron Migration (GO:2001222),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,PLXNB2,1
Carbohydrate Derivative Biosynthetic Process (GO:1901137),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,SCCPDH,1
Response To Alcohol (GO:0097305),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,SDF4,1
Response To Interferon-Beta (GO:0035456),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,IFITM1,1
Positive Regulation Of Endopeptidase Activity (GO:0010950),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,NCSTN,1
Establishment Of Mitotic Spindle Orientation (GO:0000132),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,GJA1,1
Tube Closure (GO:0060606),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,PLXNB2,1
Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,VCAN,1
Heterotypic Cell-Cell Adhesion (GO:0034113),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,JUP,1
Lipid Droplet Organization (GO:0034389),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,RNF213,1
Morphogenesis Of An Epithelium (GO:0002009),1/29,0.217139257783943,0.319904173844067,0,0,4.23524379811805,6.46813374552729,TNC,1
Regulation Of Neuron Apoptotic Process (GO:0043523),2/105,0.220630069407523,0.324404687033986,0,0,2.30775529301673,3.48763643556048,SOD2;CLU,1
Intrinsic Apoptotic Signaling Pathway (GO:0097193),2/105,0.220630069407523,0.324404687033986,0,0,2.30775529301673,3.48763643556048,CD24;TP53,1
Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),1/30,0.223724827602369,0.327016250955132,0,0,4.08899442494322,6.12260849453427,PPP2R1A,1
Artery Morphogenesis (GO:0048844),1/30,0.223724827602369,0.327016250955132,0,0,4.08899442494322,6.12260849453427,HES1,1
Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002),1/30,0.223724827602369,0.327016250955132,0,0,4.08899442494322,6.12260849453427,GJA1,1
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),1/30,0.223724827602369,0.327016250955132,0,0,4.08899442494322,6.12260849453427,BABAM2,1
Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315),1/30,0.223724827602369,0.327016250955132,0,0,4.08899442494322,6.12260849453427,NCKAP1,1
Negative Regulation Of Axon Extension (GO:0030517),1/30,0.223724827602369,0.327016250955132,0,0,4.08899442494322,6.12260849453427,RTN4,1
Endomembrane System Organization (GO:0010256),3/196,0.227835300511994,0.330714212477285,0,0,1.85011775788978,2.73656889238102,GAK;HOOK1;OBSL1,1
DNA Repair (GO:0006281),4/291,0.229225995737969,0.330714212477285,0,0,1.66100110478457,2.44673249694464,BABAM2;VCP;BTG2;TP53,1
Negative Regulation Of Developmental Growth (GO:0048640),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,RTN4,1
Regulation Of Dendrite Morphogenesis (GO:0048814),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,OBSL1,1
Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,HDAC1,1
Regulation Of Gluconeogenesis (GO:0006111),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,NNMT,1
Cardiac Muscle Tissue Morphogenesis (GO:0055008),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,TPM1,1
Regulation Of Response To Biotic Stimulus (GO:0002831),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,DAPK1,1
Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,ADAMTS1,1
Endodermal Cell Differentiation (GO:0035987),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,COL4A2,1
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,TNFSF10,1
Positive Regulation Of Glucose Transmembrane Transport (GO:0010828),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,C3,1
Positive Regulation Of Lamellipodium Organization (GO:1902745),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,NCKAP1,1
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,CLU,1
Presynaptic Endocytosis (GO:0140238),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,AP2M1,1
Receptor Signaling Pathway Via STAT (GO:0097696),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,JAK1,1
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,TP53,1
Regulation Of Cell Morphogenesis (GO:0022604),1/31,0.230255325353809,0.330714212477285,0,0,3.95249500998004,5.80450166640263,CLDN3,1
Cellular Response To Salt (GO:1902075),2/109,0.233002409539011,0.334337112241126,0,0,2.2210336673798,3.23539414467825,CLIC4;CLU,1
'De Novo' Post-Translational Protein Folding (GO:0051084),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,GAK,1
Negative Regulation Of Fat Cell Differentiation (GO:0045599),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,ZFP36L2,1
Amide Transport (GO:0042886),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,GJA1,1
Neural Tube Closure (GO:0001843),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,PLXNB2,1
Phosphatidylinositol 3-Kinase Signaling (GO:0014065),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,ERBB2,1
Regulation Of Transcription By RNA Polymerase I (GO:0006356),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,ERBB2,1
Regulation Of Transmembrane Transport (GO:0034762),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,KCNJ16,1
Respiratory System Development (GO:0060541),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,ITGA3,1
Transition Metal Ion Transport (GO:0000041),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,LTF,1
Gluconeogenesis (GO:0006094),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,ENO1,1
Vesicle Budding From Membrane (GO:0006900),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,AP2M1,1
Proteoglycan Biosynthetic Process (GO:0030166),1/32,0.236731208830002,0.335801752849421,0,0,3.82480200888546,5.5108891779409,UGDH,1
RNA Metabolic Process (GO:0016070),2/111,0.239205199658734,0.338343476323381,0,0,2.18005968829446,3.11843045251235,ADAR;HNRNPH3,1
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),2/111,0.239205199658734,0.338343476323381,0,0,2.18005968829446,3.11843045251235,ITGA3;HDAC1,1
Cytoskeleton Organization (GO:0007010),2/111,0.239205199658734,0.338343476323381,0,0,2.18005968829446,3.11843045251235,TPM1;OBSL1,1
Regulation Of Cell Cycle (GO:0051726),4/298,0.241835456338299,0.338774871643747,0,0,1.62087273933964,2.30082515234438,MECOM;PUM1;TP53;RHOB,1
Small GTPase Mediated Signal Transduction (GO:0007264),2/112,0.242309834880907,0.338774871643747,0,0,2.16013143483023,3.06206852843704,ARHGAP1;TP53,1
Negative Regulation Of Epithelial Cell Migration (GO:0010633),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,TACSTD2,1
Actin Filament Bundle Assembly (GO:0051017),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,AIF1L,1
Actin Filament Bundle Organization (GO:0061572),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,AIF1L,1
Regulation Of Lamellipodium Assembly (GO:0010591),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,NCKAP1,1
Carboxylic Acid Metabolic Process (GO:0019752),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,SLC2A1,1
Cardiac Muscle Contraction (GO:0060048),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,TPM1,1
Signal Transduction By P53 Class Mediator (GO:0072331),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,TP53,1
Glycolipid Metabolic Process (GO:0006664),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,SCCPDH,1
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,TPM1,1
Lung Development (GO:0030324),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,ITGA3,1
Protein K63-linked Deubiquitination (GO:0070536),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,BABAM2,1
Regulation Of Activated T Cell Proliferation (GO:0046006),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,CD24,1
Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,JUP,1
Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),1/33,0.243152932066883,0.338774871643747,0,0,3.70508982035928,5.23923666427588,MUC1,1
Protein Phosphorylation (GO:0006468),6/500,0.244607111152454,0.34048211543017,0,0,1.44984255510571,2.0415261777146,DAPK1;ERBB2;PRKCA;FAM20A;ACVR1B;JAK1,1
Regulation Of MAPK Cascade (GO:0043408),3/204,0.245643361059057,0.340943220040345,0,0,1.77575757575758,2.49294086180303,PPP2R1A;ERBB2;CD24,1
Regulation Of Cytoskeleton Organization (GO:0051493),2/114,0.248524325294112,0.340943220040345,0,0,2.12134251290878,2.9533639114297,CLIC4;S100A9,1
Response To Endoplasmic Reticulum Stress (GO:0034976),2/114,0.248524325294112,0.340943220040345,0,0,2.12134251290878,2.9533639114297,VCP;TP53,1
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),2/114,0.248524325294112,0.340943220040345,0,0,2.12134251290878,2.9533639114297,HDAC1;BICC1,1
Cellular Response To Amyloid-Beta (GO:1904646),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,GJA1,1
Semaphorin-Plexin Signaling Pathway (GO:0071526),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,PLXNB2,1
Embryonic Limb Morphogenesis (GO:0030326),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,HDAC1,1
Smoothened Signaling Pathway (GO:0007224),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,SEPTIN2,1
Establishment Of Mitotic Spindle Localization (GO:0040001),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,GJA1,1
Glial Cell Differentiation (GO:0010001),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,VCAN,1
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,TP53,1
Positive Regulation Of Neuron Death (GO:1901216),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,CLU,1
Positive Regulation Of Organelle Organization (GO:0010638),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,ANXA2,1
Histone Deubiquitination (GO:0016578),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,BABAM2,1
Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,ERBB2,1
Microtubule Polymerization (GO:0046785),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,TUBGCP2,1
Negative Regulation Of JNK Cascade (GO:0046329),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,MECOM,1
Negative Regulation Of Ras Protein Signal Transduction (GO:0046580),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,ITGA3,1
Regulation Of Blood Circulation (GO:1903522),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,TPM1,1
Negative Regulation Of Cell Cycle Process (GO:0010948),1/34,0.249520945311785,0.340943220040345,0,0,3.59263291598621,4.98733762789356,TP53,1
Regulation Of Cellular Senescence (GO:2000772),1/35,0.255835695162147,0.345761593461649,0,0,3.48679112363508,4.75326289460529,TP53,1
Adherens Junction Organization (GO:0034332),1/35,0.255835695162147,0.345761593461649,0,0,3.48679112363508,4.75326289460529,CDH3,1
Regulatory ncRNA Processing (GO:0070918),1/35,0.255835695162147,0.345761593461649,0,0,3.48679112363508,4.75326289460529,PUM1,1
Dendrite Morphogenesis (GO:0048813),1/35,0.255835695162147,0.345761593461649,0,0,3.48679112363508,4.75326289460529,DCDC2,1
Endoderm Formation (GO:0001706),1/35,0.255835695162147,0.345761593461649,0,0,3.48679112363508,4.75326289460529,COL4A2,1
Establishment Of Spindle Orientation (GO:0051294),1/35,0.255835695162147,0.345761593461649,0,0,3.48679112363508,4.75326289460529,GJA1,1
